Date,trial,condition,Jump,toad,avg_dElbExt,ElbExt_td,time_ElbExt_to,time_ElbExt_td,avg_dhLER_to,max_dhLER_to,dhLER_to,t_HLflexes,avg_belt_vel,takeoff_vel,jump_dist,Plant_act_dur_to,Anc_ON_HLliftOff,Anc_act_dur_air,Crash
January 20 2020_B,Rmar15,pre,8,15,106.6507341,70.96395511,0.04,-0.03,-0.323421944,0.305512681,-1.12384505,0.15,0.145070504,0.408826823,0.086325828,,,,0
January 20 2020_B,Rmar15,pre,9,15,168.2825003,73.37977908,0.08,-0.06,-0.170455325,1.360461195,0.005943754,0.35,0.151304912,0.486217303,0.076271471,,,,0
January 20 2020_B,Rmar15,pre,10,15,528.8744196,73.58905695,0.11,-0.06,-0.266141388,1.200272411,-0.236420941,0.33,0.170586597,0.563479581,0.12719792,,,,0
January 20 2020_B,Rmar15,pre,11,15,400.1880113,44.46571712,0.09,-0.06,0.19136063,2.07302129,-0.207771277,0.11,0.116514422,0.409294388,0.055993774,,,,0
January 20 2020_B,Rmar15,pre,12,15,129.9269637,65.80496788,0.08,-0.13,-0.88632321,0.402518136,0.402518136,0.02,0.162458207,0.59035357,0.090597601,,,,0
January 20 2020_B,Rmar15,pre,13,15,308.8968361,81.93191045,0.03,-0.11,-0.679702178,0.94716087,0.94716087,0.16,0.188284477,0.747202344,0.144427544,,,,0
January 20 2020_B,Rmar15,pre,14,15,518.0223121,65.56131285,0.07,-0.06,-0.186175129,1.555961609,-0.64109882,0.29,0.166321522,0.573363385,0.085218465,,,,0
January 20 2020_B,Rmar15,pre,15,15,148.5382134,60.81977385,0.04,-0.09,-0.708416801,0,-0.058162059,0.29,0.159112839,0.414182364,0.071686104,,,,0
January 20 2020_B,Rmar15,pre,16,15,355.8353153,87.76714822,0.09,-0.05,-0.22440301,1.398314424,-0.923082215,0.33,0.166263446,0.659811286,0.119776613,,,,0
January 20 2020_B,Rmar15,pre,17,15,351.265292,64.0264702,0.02,-0.09,-0.30783113,0.578023061,-1.043524876,0.2,0.098109845,0.585788556,0.076025424,,,,0
January 20 2020_B,Rmar15,pre,18,15,327.0668012,66.33982829,0.11,-0.03,-0.184337864,0.873610048,-0.356256093,0.13,0.135258411,0.891857585,0.103210212,,,,0
January 20 2020_B,Rmar15,pre,19,15,539.208335,78.68554477,0.1,-0.07,0.511696354,2.448358451,-0.127886828,0.38,0.117253468,0.70647469,0.137669003,,,,0
January 20 2020_B,Rmar15,pre,20,15,139.1462965,78.45555754,0.05,-0.14,0.535908473,2.480543119,-1.212427003,0.42,0.073270128,0.479797829,0.070089784,,,,0
January 20 2020_B,Rmar15,pre,21,15,277.5318413,72.36830731,0.06,-0.08,-0.249099901,0.294449717,-0.945938089,0.2,0.130082141,0.433714561,0.072313482,,,,0
January 20 2020_B,Rmar15,pre,22,15,321.2505793,63.88851574,0.12,-0.09,0.472180887,1.556733068,0.108700129,0.42,0.096763183,0.645004467,0.081553436,,,,0
January 20 2020_B,Rmar15,pre,23,15,176.1864203,64.06451768,0.09,-0.04,-0.145900019,1.298790909,-0.00173246,0.17,0.064515014,0.616256947,0.091973241,,,,0
January 20 2020_B,Rmar15,pre,24,15,314.8439491,78.75854849,0.06,-0.07,-0.404985011,0.603373079,-0.910238002,0.19,0.088548653,0.608210984,0.091925031,,,,0
January 20 2020_B,Rmar15,pre,25,15,185.7073294,64.47678252,0.07,-0.06,-0.4025055,0.865008534,0.418853267,0.08,0.088014326,0.352695448,0.067280711,,,,0
January 20 2020_B,Rmar15,pre,26,15,267.1949717,66.98750118,0.06,-0.07,-0.108848882,1.084593693,-0.914577824,0.24,0.09418677,0.429835654,0.06107282,,,,0
March 12 2020,Rmar04_Sham_01,sham,1,4,385.1040755,60.34915363,0.02,-0.06,0.787453422,2.024890076,1.993288063,0.25,0.093694223,0.714896137,0.08032194,,,,1
March 12 2020,Rmar04_Sham_01,sham,2,4,76.61038369,52.55964649,0.14,-0.11,0.886989014,3.401383058,1.281280043,0.53,0.144513788,0.415323281,0.131590649,,,,0
March 12 2020,Rmar04_Sham_01,sham,3,4,145.6188909,49.09627733,-0.08,-0.17,0.429312179,2.803324026,-0.251900086,0.41,0.072442284,0.296555588,0.059023046,,,,0
March 12 2020,Rmar04_Sham_02,sham,1,4,388.67194,74.08311369,0.1,-0.01,-0.251292396,1.530031004,1.351891036,0.21,0.126360815,0.578797084,0.13807299,,,,0
March 12 2020,Rmar04_Sham_02,sham,2,4,608.8097409,111.141191,-0.04,-0.14,0.547151002,3.969160545,-4.12299626,0.21,0.139879039,0.641893229,0.203101866,,,,0
March 12 2020,Rmar04_Sham_02,sham,3,4,423.8781955,81.76151447,0.11,-0.1,0.634006671,2.692151823,-0.174679027,0.42,0.130954329,0.707536935,0.129669672,,,,0
March 12 2020,Rmar04_Sham_02,sham,4,4,434.5904477,67.37566599,0.15,-0.03,-0.293944158,0.869975066,0.041100063,0.44,0.089817574,0.511330112,0.079310231,,,,0
March 12 2020,Rmar04_Sham_02,sham,5,4,419.0064251,68.26570985,0.02,-0.02,0.762026589,3.848320201,-2.55422482,0.34,0.133664341,0.768395242,0.168007209,,,,0
March 12 2020,Rmar04_Sham_02,sham,6,4,10.45023236,57.72255326,0.16,-0.03,0.211148385,1.053814291,-0.709334983,0.51,0.086466581,0.222221045,0.03719906,,,,0
March 12 2020,Rmar04_Sham_02,sham,7,4,110.2741707,72.75345795,0.04,-0.11,0.289844037,1.936261778,-2.238321388,0.3,0.07073335,0.492414996,0.144298934,,,,0
March 12 2020,Rmar04_Sham_02,sham,8,4,238.5753547,69.62429339,0.1,-0.09,0.114808482,1.548974494,1.548974494,0.46,0.065823256,0.624654997,0.059078146,,,,1
March 12 2020,Rmar06_sham_01,sham,1,6,137.5696348,59.09377472,0.12,-0.05,0.318170075,2.942301549,-0.934257991,0.38,0.00231155,1.062661659,0.137698093,,,,0
March 12 2020,Rmar06_sham_01,sham,2,6,462.4446579,26.95742547,0.03,-0.01,0.027047449,1.644304808,-2.492777672,0.23,0.138515376,0.341710044,0.104975899,,,,0
March 12 2020,Rmar06_sham_01,sham,3,6,725.1892737,83.29000574,0.03,-0.11,0.687592152,2.481965276,0.72695243,0.26,0.143724869,0.944522757,0.227130351,,,,0
March 12 2020,Rmar06_sham_01,sham,4,6,261.776934,56.98958125,0.06,-0.07,-0.042811838,0.921166487,0.44564105,0.33,0.146275548,0.506747207,0.097262703,,,,0
March 12 2020,Rmar06_sham_01,sham,5,6,478.2683225,67.04083469,0.06,-0.1,0.490478006,3.367875637,3.367875637,0.25,0.116449402,0.698554504,0.166211429,,,,0
March 12 2020,Rmar06_sham_01,sham,6,6,259.7389319,52.33373946,0.1,-0.08,-0.006740551,1.414393418,-1.040694888,0.41,0.115912675,0.524301626,0.092989044,,,,0
March 12 2020,Rmar06_sham_01,sham,7,6,492.9327254,87.13532606,0.11,-0.03,0.476476982,3.6138876,-1.195547074,0.17,0.134948143,0.761431256,0.202900701,,,,0
March 12 2020,Rmar06_sham_01,sham,8,6,310.3010072,65.11991663,0.09,-0.07,-0.000649552,1.697529114,-0.687787848,0.37,0.126403798,0.603378971,0.11444439,,,,0
March 12 2020,Rmar06_sham_01,sham,9,6,260.4603706,69.70944159,0.1,-0.04,0.385014951,2.166197605,-0.309268412,0.32,0.137505698,0.556527481,0.1312105,,,,0
March 12 2020,Rmar06_sham_01,sham,10,6,339.2578771,70.5642562,0.01,-0.12,-0.001875476,1.512410436,-0.781438146,0.28,0.130405166,0.530050582,0.133804541,,,,0
March 12 2020,Rmar06_sham_01,sham,11,6,183.6558401,45.56682121,0.12,-0.06,0.643861222,3.019589458,-1.756927934,0.35,0.117690001,0.602029106,0.110078797,,,,0
March 12 2020,Rmar06_sham_01,sham,12,6,337.0998196,50.72024274,0.06,-0.07,0.042061872,1.7019311,-0.6724376,0.22,0.143307482,0.350712098,0.080744282,,,,0
March 12 2020,Rmar06_sham_01,sham,13,6,146.6693947,80.20832298,0.09,-0.03,0.121752776,2.219808622,-0.997433514,0.32,0.147356402,0.594136385,0.148267229,,,,0
March 12 2020,Rmar06_sham_01,sham,14,6,122.9587988,64.41237513,0.11,-0.06,-0.201613468,0.741021915,-0.84563889,0.38,0.155294464,0.457047665,0.098100312,,,,0
March 12 2020,Rmar06_sham_01,sham,15,6,388.7865668,69.86081673,0.1,-0.07,0.1230702,1.803198592,-0.866069343,0.41,0.151345888,0.625590156,0.117026758,,,,0
March 12 2020,Rmar06_sham_01,sham,16,6,270.1777698,64.10507262,0.09,-0.06,0.205012696,1.911266619,-1.463338389,0.38,0.134879841,0.547221335,0.127783735,,,,0
March 12 2020,Rmar06_sham_01,sham,17,6,406.641622,68.5432454,0.08,-0.05,0.006599564,1.404381386,-0.715378099,0.35,0.132999294,0.429555416,0.116844553,,,,0
March 12 2020,Rmar06_sham_01,sham,18,6,299.3220044,86.85583593,0.1,-0.05,-0.025703053,2.21054432,-1.095930546,0.36,0.14037861,0.559984379,0.135116824,,,,0
March 12 2020,Rmar06_sham_01,sham,19,6,322.9553367,59.94210932,0.08,-0.06,-0.111919964,0.946539407,0.388507945,0.22,0.167085942,0.513953469,0.105803365,,,,0
March 12 2020,Rmar06_sham_01,sham,20,6,291.4793761,69.67348496,0.09,-0.06,0.021176314,1.558284623,-0.341602788,0.36,0.146118452,0.611907085,0.127771857,,,,0
March 12 2020,Rmar06_sham_01,sham,21,6,315.8664399,72.65059246,0.08,-0.06,-0.101596917,2.422114874,-1.062800406,0.23,0.109760828,0.550877543,0.112381845,,,,0
March 12 2020,Rmar06_sham_01,sham,22,6,450.4085797,75.55609904,0.11,-0.06,0.224492666,1.470146543,-0.655080807,0.38,0.165949119,0.652263468,0.156584078,,,,0
March 12 2020,Rmar06_sham_01,sham,23,6,138.7916968,67.07366002,0.09,-0.05,0.071705525,1.886862484,-1.289667585,0.36,0.135212466,0.55338729,0.122445069,,,,0
March 12 2020,Rmar06_sham_01,sham,24,6,276.1749077,89.65987814,0.12,-0.05,0.375428261,1.362024603,-1.388996852,0.39,0.106479549,0.667625881,0.1476087,,,,0
March 12 2020,Rmar06_sham_01,sham,25,6,286.5149433,68.8574499,0.1,-0.07,-0.070458877,1.705108314,-1.392871744,0.42,0.116136472,0.720772572,0.138713414,,,,0
March 12 2020,Rmar06_sham_01,sham,26,6,208.2494263,76.89070023,0.08,-0.03,0.328917063,2.263375085,-2.540960085,0.23,0.101773852,0.564046334,0.13757982,,,,0
March 12 2020,Rmar06_sham_01,sham,27,6,261.4918654,73.45831568,0.08,-0.07,-0.134549906,2.015352157,-0.905483455,0.38,0.154419668,0.595120448,0.126738761,,,,0
March 12 2020,Rmar06_sham_01,sham,28,6,265.9704508,69.59450546,0.09,-0.09,0.115521893,1.544231525,-0.455951996,0.41,0.161371357,0.687402943,0.135532061,,,,0
March 12 2020,Rmar06_sham_01,sham,29,6,289.8746215,62.73628454,0.09,-0.06,0.38279648,1.640348566,-0.982178062,0.36,0.147333522,0.524754697,0.12441,,,,0
March 12 2020,Rmar06_sham_01,sham,30,6,241.5881752,97.59455975,0.11,-0.05,-0.352179466,1.456375588,-1.548247942,0.39,0.119277863,0.764910546,0.172073043,,,,0
March 12 2020,Rmar06_sham_01,sham,31,6,493.7380893,69.12288997,0.09,-0.06,-0.098706481,1.307809225,-1.221852509,0.38,0.152563179,0.585898523,0.134092586,,,,0
March 12 2020,Rmar06_sham_01,sham,32,6,110.3749736,64.45751868,0.12,-0.03,0.291347136,2.395985279,-2.127816564,0.39,0.13296167,0.679381277,0.147694676,,,,0
March 12 2020,Rmar06_sham_01,sham,33,6,358.2703282,83.38621635,0.12,-0.05,0.37987373,2.356908802,-1.850556373,0.4,0.092655065,0.797998129,0.173496401,,,,0
March 12 2020,Rmar06_sham_01,sham,34,6,343.1937896,64.80433006,0.09,-0.07,-0.009400686,2.002993889,-1.323355108,0.25,0.101465023,0.704574451,0.13947061,,,,0
March 12 2020,Rmar06_sham_01,sham,35,6,191.0963146,83.58041285,0.07,-0.04,-0.200279603,1.436308067,-1.889484356,0.25,0.096613434,0.520253405,0.127485089,,,,0
March 12 2020,Rmar06_sham_01,sham,36,6,240.7658164,111.3819337,0.12,-0.03,0.552010006,3.907620265,-2.177635387,0.38,0.082173391,0.685329904,0.156366637,,,,0
March 12 2020,Rmar06_sham_01,sham,37,6,167.1151068,63.39865803,0.09,-0.06,-0.083358717,1.697249272,-1.261584381,0.39,0.096236947,0.704519957,0.122235195,,,,0
March 12 2020,Rmar06_sham_01,sham,38,6,309.6285976,62.68506728,0.09,-0.06,-0.186041869,1.839235394,-1.670575598,0.4,0.106011838,0.694854883,0.133675282,,,,0
March 12 2020,Rmar10_sham_01,sham,1,10,127.9007811,40.64401789,-0.02,-0.12,0.873207677,4.115678693,-2.74376911,0.18,0.151976284,0.51896025,0.079588423,,,,0
March 12 2020,Rmar10_sham_01,sham,2,10,489.7907449,61.91982407,0.16,-0.08,0.750784191,5.584693193,-0.822195264,0.37,0.126522668,1.013668047,0.186622494,,,,0
March 12 2020,Rmar10_sham_01,sham,3,10,195.3166812,45.444511,-0.08,-0.15,0.750080889,3.267792653,-2.516636594,0.23,0.157351615,0.319193739,0.132505023,,,,0
March 12 2020,Rmar10_sham_01,sham,4,10,343.8227674,53.79424253,0.13,-0.06,1.123657635,3.964028091,-0.082237137,0.38,0.076867188,0.974400804,0.192703725,,,,0
March 12 2020,Rmar10_sham_01,sham,5,10,1167.141447,76.73885286,0.13,-0.02,1.493041289,5.84722541,2.318713139,0.21,0.126621767,0.877280831,0.189164549,,,,1
March 12 2020,Rmar10_sham_01,sham,6,10,156.6775112,64.75127335,0.19,-0.04,1.839658752,6.523083723,2.285146777,0.34,0.131443174,1.023520498,0.186359732,,,,0
March 12 2020,Rmar10_sham_01,sham,7,10,693.9234151,66.9903504,0.08,-0.03,0.699586162,4.317193486,-1.10838095,0.19,0.151920452,0.618327996,0.118618564,,,,0
March 12 2020,Rmar10_sham_01,sham,8,10,202.4750125,67.32079727,0.19,-0.07,0.406767557,3.588724548,-0.34602941,0.24,0.119123558,0.96410019,0.186330764,,,,0
March 12 2020,Rmar10_sham_01,sham,9,10,367.2621253,82.26507644,-0.13,-0.37,-0.142945176,0.591585451,0.35566224,0.54,0.112072663,0.500772987,0.125775114,,,,0
March 12 2020,Rmar10_sham_01,sham,10,10,450.1898371,75.63083016,0.13,-0.06,1.693421883,6.34825538,0.57841811,0.33,0.118417406,1.139081031,0.197816131,,,,0
March 12 2020,Rmar10_sham_01,sham,11,10,431.5103383,72.0345056,0.14,-0.07,0.94873851,6.125076066,-0.938013063,0.35,0.144104928,0.909370953,0.187531898,,,,0
March 12 2020,Rmar10_sham_01,sham,12,10,256.4250309,75.23418614,0.16,-0.09,0.572930125,5.322766313,0.014719472,0.44,0.117822192,0.85256015,0.184501659,,,,0
March 12 2020,Rmar10_sham_01,sham,13,10,490.4116375,88.77081151,0.14,-0.06,1.107127668,4.051521073,-0.22385794,0.39,0.131958805,0.915973017,0.187780017,,,,0
March 12 2020,Rmar10_sham_01,sham,14,10,345.4780739,68.54945971,0.11,-0.06,0.842812552,3.88153382,-0.350757448,0.34,0.112659502,0.80646859,0.15960426,,,,0
March 12 2020,Rmar10_sham_01,sham,15,10,192.1733714,70.0020776,0.08,-0.05,-0.062401408,1.914464358,-0.361723374,0.22,0.107667671,0.706959754,0.138873612,,,,0
March 12 2020,Rmar10_sham_01,sham,16,10,158.9742288,63.24062988,-0.04,-0.24,0.54208864,2.760431987,0.884465452,0.41,0.121476691,0.872543618,0.14812073,,,,0
March 12 2020,Rmar10_sham_01,sham,17,10,123.764232,67.0273874,0.19,-0.08,2.071730104,7.007277553,-0.812840884,0.39,0.105504801,1.018573647,0.238450683,,,,0
March 12 2020,Rmar10_sham_01,sham,18,10,60.32473698,54.14780701,-0.01,-0.1,1.155323531,4.383401497,1.038406949,0.2,0.12992569,0.739350061,0.149068913,,,,0
March 12 2020,Rmar15_sham_01,sham,1,15,189.1811414,62.84414694,0.11,-0.03,0.442548957,2.473481076,-1.414132251,0.16,0.094053351,0.63827768,0.129556182,,,,0
March 12 2020,Rmar15_sham_01,sham,2,15,73.4556984,73.0439854,0.17,-0.01,0.944881929,4.053762441,-1.51694933,0.33,0.105027227,0.910912142,0.20703249,,,,0
March 12 2020,Rmar15_sham_01,sham,3,15,108.2963884,77.63910222,0.11,-0.02,0.59512197,2.956979388,-2.230321382,0.31,0.149423725,0.780897986,0.168933482,,,,0
March 12 2020,Rmar15_sham_01,sham,4,15,427.2210721,80.50780533,0.09,-0.02,0.363797447,1.730184873,-1.886885036,0.17,0.119843159,0.685221783,0.138922743,,,,0
March 12 2020,Rmar15_sham_01,sham,5,15,127.6662211,70.72020846,0.09,-0.01,-0.131281123,1.67350368,-1.409560054,0.18,0.130552475,0.666517153,0.110152525,,,,0
March 12 2020,Rmar15_sham_01,sham,6,15,76.96226165,73.43939553,0.07,-0.02,0.02979727,1.499834025,-1.779058358,0.15,0.087608185,0.508660674,0.105198445,,,,0
March 12 2020,Rmar15_sham_01,sham,7,15,179.2410717,80.53963261,0.11,-0.01,0.101702799,1.463750667,-1.726647171,0.25,0.109821786,0.535562284,0.113219079,,,,0
March 12 2020,Rmar15_sham_01,sham,8,15,54.14132299,70.49340273,0.08,-0.04,-0.608839614,0.181444259,0.159621043,0.04,0.090029149,0.463324521,0.069680614,,,,0
March 12 2020,Rmar15_sham_01,sham,9,15,354.5188118,64.45866328,0.05,-0.07,-0.560963188,1.3146975,-1.284910477,0.19,0.074133805,0.688822504,0.078791796,,,,0
March 12 2020,Rmar15_sham_01,sham,10,15,17.20122604,68.55424512,0.09,-0.01,-0.693193431,1.125982946,-0.880035827,0.17,0.079831086,0.600971849,0.091222544,,,,0
March 12 2020,Rmar15_sham_01,sham,11,15,212.0968997,89.80573012,0.08,-0.04,-0.471714344,1.075026512,0.075027402,0.21,0.080622355,0.530644132,0.08720478,,,,0
March 12 2020,Rmar15_sham_01,sham,12,15,353.0338346,85.32448936,0.07,-0.04,0.607336379,4.340124408,-4.018215769,0.29,0.028819868,0.445298998,0.063084506,,,,0
March 12 2020,Rmar15_sham_01,sham,13,15,295.0287906,93.06196335,0.07,-0.05,0.63111869,2.758755614,-1.538094194,0.22,0.058708316,0.738431533,0.132555385,,,,0
March 12 2020,Rmar15_sham_01,sham,14,15,219.1172218,86.16477923,0.11,-0.02,0.464303069,3.041564547,-1.963966696,0.33,0.095738043,0.717044274,0.176056869,,,,0
March 12 2020,Rmar15_sham_01,sham,15,15,244.389499,87.14136938,0.15,-0.03,1.279874361,5.08042195,-1.821583799,0.3,0.057275729,0.855887817,0.19053456,,,,0
March 12 2020,Rmar15_sham_01,sham,16,15,163.025053,63.37168792,0.08,-0.13,-0.388525125,1.983360848,-0.391902234,0.38,0.110613175,0.754068111,0.093200703,,,,0
September 25 2020,Rmar01_01,post,1,1,110.2877782,59.49641265,0.032,-0.036,2.643422228,7.549581789,5.890740194,0.18,0.090845591,0.638987366,0.07743711,0.1685,-0.1582,0.1942,1
September 25 2020,Rmar01_01,post,2,1,284.9116714,63.73547757,0.036,-0.116,1.708466837,3.858109669,3.355745199,0.276,0.119023407,0.570889405,0.068181758,0.2406,-0.2403,0.2643,0
September 25 2020,Rmar01_01,post,3,1,571.5382224,94.95146986,-0.012,-0.128,2.247592291,5.424896602,4.179210235,0.26,0.079716479,0.928501453,0.131984982,0.2487,-0.2858,0.3298,0
September 25 2020,Rmar01_01,post,4,1,104.3789175,71.14653829,0.052,-0.024,2.579028665,7.885246349,0.000341227,0.22,0.096442155,0.37887158,0.053563581,0.2506,NaN,NaN,0
September 25 2020,Rmar01_01,post,5,1,258.8537739,74.10096594,0.116,-0.012,2.045667072,7.791837659,5.539160405,0.22,0.07346765,0.754551287,0.130077616,0.2164,-0.2539,0.3139,0
September 25 2020,Rmar01_01,post,6,1,31.7960811,86.9292533,0.12,-0.008,3.005123613,6.800228112,2.598620096,0.232,0.123250058,0.985192899,0.168590632,0.2472,-0.3373,0.4013,0
September 25 2020,Rmar01_01,post,7,1,158.1305283,69.72219321,0.092,-0.008,2.023063338,5.746227936,1.87668089,0.348,0.071929053,0.837293229,0.115196158,0.3678,-0.337,0.377,0
September 25 2020,Rmar01_01,post,8,1,128.0877668,87.18123626,0.096,-0.032,2.238695778,5.669869712,4.011339634,0.276,0.12037136,0.74529059,0.1193734,0.2953,-0.1742,0.1942,0
September 25 2020,Rmar01_01,post,9,1,66.24195387,99.05927519,0.136,-0.016,1.318151618,6.2038978,2.046920601,0.524,0.011765317,1.033501537,0.165150553,0.4493,-0.5695,0.6095,0
September 25 2020,Rmar01_01,post,10,1,37.58501016,71.51375089,0.108,-0.024,1.26867828,5.751754575,2.129314357,0.452,0.104517867,0.672771082,0.117306127,0.5284,-0.4265,0.4785,0
September 25 2020,Rmar01_01,post,11,1,90.91727243,67.90096028,0.064,-0.02,1.925214821,6.461776087,0.739914641,0.364,0.152758974,0.682153578,0.102966403,0.394,-0.3007,0.3127,0
September 25 2020,Rmar01_01,post,12,1,192.9909251,107.4147878,0.132,-0.036,1.590665366,6.288752364,3.269864868,0.368,0.022777018,0.782596156,0.154203083,0.4149,-0.3398,0.3758,0
September 25 2020,Rmar02_01,post,1,2,40.802525,118.6556422,0.096,-0.024,2.866094265,6.308970051,3.807915461,0.2,0.096693226,0.643046578,0.145410387,0.2064,-0.2344,0.2584,0
September 25 2020,Rmar02_01,post,2,2,118.6618613,79.27502927,0.124,-0.02,1.741204695,10.9869665,10.9869665,0.304,0.15876808,0.251346578,0.059721421,0.1354,-0.1823,0.2343,0
September 25 2020,Rmar02_01,post,3,2,394.7106639,78.15919309,0.112,-0.008,2.378328298,6.897015238,6.411772875,0.196,0.070559056,0.399923233,0.057370263,0.309,-0.2323,0.2803,0
September 25 2020,Rmar02_01,post,4,2,20.30202186,95.47467164,0.084,-0.036,1.953099896,4.562766123,0.009024988,0.332,0.119367814,0.665881081,0.110863881,0.2883,-0.2305,0.2465,0
September 25 2020,Rmar02_01,post,5,2,544.3174111,111.6749469,-0.004,-0.14,2.091129786,6.965201295,0.969829786,0.18,-0.000531877,0.744921651,0.131013975,0.1782,-0.1843,0.2593,0
September 25 2020,Rmar04_01,post,1,4,95.59174028,69.57542439,0.048,-0.028,1.416050285,4.547511417,0.242851225,0.432,-0.000352181,0.313254377,0.046525501,0.4746,-0.5037,0.5077,0
September 25 2020,Rmar04_01,post,2,4,61.74471111,64.54968851,-0.012,-0.076,2.575388087,4.295403623,1.564147315,0.288,0.05014125,0.586356485,0.120158634,0.2947,-0.3532,0.3812,0
September 25 2020,Rmar06_01,post,1,6,290.1458518,54.11750509,0.1,-0.008,3.981765561,8.640563178,2.56588618,0.148,0.144694719,0.822050609,0.08984366,0.1458,-0.2201,0.2539,0
September 25 2020,Rmar06_01,post,2,6,490.1009674,65.09891451,0.076,-0.148,4.532407156,10.48179345,6.646753099,0.14,0.068253947,0.641822748,0.041373552,0.1104,-0.2225,0.2785,0
September 25 2020,Rmar06_01,post,3,6,214.2653799,79.38856801,0.044,-0.156,3.785764411,9.333228022,5.768088693,0.16,0.107510891,0.395261729,0.029288037,0.1441,-0.2082,0.2389,0
September 25 2020,Rmar06_01,post,4,6,402.3363698,78.52704664,0.076,-0.132,3.675515214,9.878522561,5.694733366,0.328,0.091581225,0.488690594,0.030304233,0.1886,-0.1515,0.1875,0
September 25 2020,Rmar06_01,post,5,6,271.8073158,52.61343369,0.02,-0.116,3.232428115,7.244667404,3.12855042,0.172,0.12084444,0.504278972,0.047488303,0.1471,-0.1681,0.1896,0
September 25 2020,Rmar06_01,post,6,6,5.538679479,59.35305607,0.092,-0.008,2.093673748,7.796994926,2.743325297,0.216,0.035006895,0.908591432,0.109015029,0.17,-0.2828,0.3342,0
September 25 2020,Rmar06_01,post,7,6,471.1374203,72.96907661,0.04,-0.124,2.847963666,8.972176857,1.950626402,0.188,0.032080728,0.872341835,0.130229204,0.1834,-0.224,0.2979,0
September 25 2020,Rmar06_01,post,8,6,176.5436094,62.778941,0.068,-0.084,3.022013288,9.923814155,6.434307985,0.168,0.138537557,0.56310545,0.052931344,0.1438,-0.1628,0.2228,0
September 25 2020,Rmar06_01,post,9,6,145.6299744,66.44295314,0.092,-0.072,2.675869296,9.352154016,3.073727556,0.192,0.119462647,0.412608367,0.050101624,0.1779,-0.2144,0.2424,0
September 25 2020,Rmar06_01,post,10,6,133.5829306,58.25825047,0.084,-0.068,2.715088858,9.387473478,3.287864512,0.192,0.079405419,0.50129349,0.060679085,0.1437,-0.1861,0.1988,0
September 25 2020,Rmar07_01,post,1,7,252.6522468,66.85895899,0.08,-0.008,1.333205552,4.864755622,4.059761693,0.168,0.076000029,0.82492345,0.121270626,NaN,NaN,NaN,0
September 25 2020,Rmar07_01,post,2,7,116.9534122,49.44069891,0.096,-0.024,1.340635244,4.274894156,3.726845651,0.164,0.038027223,1.034671681,0.131552496,NaN,NaN,NaN,0
September 25 2020,Rmar07_01,post,3,7,210.2611361,44.85825913,0.1,-0.012,5.024754997,11.66300515,6.739321597,0.112,0.107138173,0.297380988,0.036509039,NaN,NaN,NaN,0
September 25 2020,Rmar09_01,post,1,9,76.96148402,28.24411426,0.16,-0.024,2.653482953,6.348846939,3.937012396,0.176,0.054903083,1.152108047,0.22345368,0.1513,-0.1833,0.3313,0
September 25 2020,Rmar09_01,post,2,9,86.14711013,54.20109478,0.156,-0.012,0.576397494,5.337101382,4.847160438,0.296,0.110550851,0.982301542,0.215869303,0.2491,-0.2983,0.3983,0
September 25 2020,Rmar15_01,post,1,15,216.807479,51.14182641,0.024,-0.104,3.014694837,9.745349454,5.596262987,0.172,0.113809373,0.473115429,0.062921736,0.1462,NaN,NaN,0
September 25 2020,Rmar15_01,post,2,15,227.0595031,39.22676788,0.116,-0.06,2.22951594,5.340818417,1.553653369,0.18,0.091564779,0.637914604,0.167332421,0.1717,NaN,NaN,0
September 25 2020,Rmar15_01,post,3,15,261.1882615,70.69018144,0.044,-0.012,1.963814781,6.414583914,4.715310431,0.168,0.067296664,0.61924991,0.070758836,0.1477,NaN,NaN,1
September 25 2020,Rmar15_01,post,4,15,154.1096123,44.79897602,0.024,-0.14,2.394309432,9.279561594,6.819132445,0.308,0.106056665,0.467365106,0.076361996,0.1456,NaN,NaN,0
September 25 2020,Rmar15_01,post,5,15,100.6979047,38.21368225,0.116,-0.092,2.33697843,7.420534149,5.501725138,0.356,0.052927636,0.738880426,0.130098755,0.1958,NaN,NaN,0
September 25 2020,Rmar15_01,post,6,15,245.4514772,43.96620447,0.004,-0.04,1.119625916,3.332865426,0.187672459,0.232,0.016751154,0.894529336,0.138866709,0.234,NaN,NaN,0
September 25 2020,Rmar15_01,post,7,15,92.04020801,62.69651249,0.06,-0.04,3.247464258,5.583802753,1.694586264,0.184,0.079699326,0.638764067,0.077444343,0.1796,NaN,NaN,0
September 26 2020,Rmar01_02,post,1,1,725.7184502,118.2681422,-0.028,-0.216,1.567830757,7.852009532,2.21529331,0.512,0.16611121,1.143493575,0.172166993,0.3929,-0.8446,0.8973,0
September 26 2020,Rmar01_02,post,2,1,227.9098976,73.67460722,0.124,-0.04,3.053184265,9.906785759,8.855392299,0.172,0.127479097,0.407435356,0.117719489,0.1933,-0.2509,0.27,0
September 26 2020,Rmar01_02,post,3,1,250.0360488,71.09051955,0.112,-0.048,2.483793304,7.980688041,5.824603024,0.308,0.122697107,0.807668994,0.092495089,0.2142,-0.2045,0.241,0
September 26 2020,Rmar01_02,post,4,1,148.2635258,66.68832832,0.068,-0.088,3.973121593,10.10527072,5.430371519,0.16,0.097776863,0.411746495,0.057821367,0.1592,-0.1698,0.2378,0
