Date,trial,condition,Jump,toad,avg_dElbExt,ElbExt_td,time_ElbExt_to,time_ElbExt_td,avg_dhLER_to,max_dhLER_to,dhLER_to,t_HLflexes,avg_belt_vel,takeoff_vel,jump_dist,Plant_act_dur_to,Anc_ON_HLliftOff,Anc_act_dur_air,Crash
September 27 2020,Rmar02_04,post,10,2,134.0279761,87.91432877,0.136,-0.016,2.965289245,8.160781414,3.950407389,0.356,0.086469102,0.91952979,0.138638041,NaN,-0.2473,0.2793,0
September 27 2020,Rmar02_04,post,11,2,104.3761605,82.36089513,0.12,-0.056,2.802251221,7.69444877,5.075025267,0.38,0.132195718,0.691769991,0.088901201,NaN,-0.2399,0.2708,0
September 27 2020,Rmar02_04,post,12,2,171.7298502,105.7725534,0.144,-0.04,3.065497178,8.910904973,4.074942982,0.4,0.108572673,0.923632766,0.174553262,NaN,-0.2362,0.275,0
September 27 2020,Rmar02_04,post,13,2,91.47174266,94.88289938,0.124,-0.048,2.893780816,8.195419956,5.562877406,0.388,0.127488746,0.867933477,0.140578795,NaN,-0.3731,0.4131,0
September 27 2020,Rmar02_04,post,14,2,238.359021,76.8335826,0.172,-0.016,2.182660901,11.22551657,11.00554735,0.42,0.14289437,0.799693639,0.134013921,NaN,-0.2415,0.2975,0
September 27 2020,Rmar02_04,post,15,2,65.11413861,98.12993615,0.152,-0.012,3.480240813,8.401106915,2.846913467,0.332,0.104807505,0.894574724,0.158285033,NaN,-0.204,0.26,0
September 27 2020,Rmar02_04,post,16,2,164.3027379,93.33234384,0.144,-0.032,3.256018078,7.227141138,4.05480084,0.364,0.13829297,0.831722806,0.135767205,NaN,-0.242,0.29,0
September 27 2020,Rmar02_04,post,17,2,289.5966101,108.1355574,0.112,-0.02,2.572901433,6.318529284,1.487160605,0.236,0.069963934,0.750426688,0.116523037,NaN,-0.2769,0.2849,0
September 27 2020,Rmar02_04,post,18,2,122.8893976,104.8163189,0.128,-0.028,2.674008737,7.479624794,3.297039751,0.228,0.106398372,0.63810786,0.135725922,NaN,-0.2179,0.252,0
September 27 2020,Rmar02_05,post,1,2,180.4050118,82.97931501,0.116,-0.028,3.246569625,8.617476381,7.56887814,0.192,0.119369424,0.704637648,0.114141784,NaN,-0.1389,0.1739,0
September 27 2020,Rmar02_05,post,2,2,263.4928684,78.14103541,0.196,-0.052,2.90778307,10.23666747,10.23666747,0.376,0.118539415,0.799062668,0.157566123,NaN,-0.1624,0.2784,0
September 27 2020,Rmar02_05,post,3,2,185.8941858,112.1484505,0.128,-0.032,2.831482124,6.334531349,1.406119107,0.36,0.107088663,0.824150979,0.136879253,NaN,-0.2439,0.2571,0
September 27 2020,Rmar02_05,post,4,2,263.7856715,55.6643011,0.192,-0.012,3.618510088,10.13403094,10.13403094,0.336,0.114992247,0.668564664,0.094423188,NaN,-0.168,0.24,0
September 27 2020,Rmar02_05,post,5,2,269.4534317,68.68719529,0.004,-0.176,2.981590702,6.90389344,2.424291014,0.388,0.107167165,0.79281869,0.084508228,NaN,-0.308,0.344,0
September 27 2020,Rmar02_05,post,6,2,170.6033629,73.95704635,0.04,-0.14,3.415626525,11.38360065,10.13222337,0.312,0.138975349,0.568189018,0.08831012,NaN,-0.1671,0.2191,0
September 27 2020,Rmar02_05,post,7,2,293.078853,82.20305549,0.12,-0.096,3.275914952,9.990854894,8.822285629,0.36,0.108694637,0.700823709,0.103786118,NaN,-0.1883,0.2323,0
September 27 2020,Rmar02_05,post,8,2,223.3897282,76.97304756,0.136,-0.052,2.471171893,8.736109723,8.602782728,0.376,0.119833134,0.699790723,0.107940337,NaN,-0.1727,0.2487,0
September 27 2020,Rmar02_05,post,9,2,92.94027848,75.00023588,0.172,-0.024,2.055477898,7.949997603,6.168807993,0.4,0.130398519,0.95754569,0.176773008,NaN,-0.2643,0.3563,0
September 27 2020,Rmar02_05,post,10,2,207.5969839,76.9720385,0.104,-0.08,2.517531084,7.905918529,6.166764516,0.404,0.120532287,0.918489953,0.115134419,NaN,-0.2793,0.3048,0
September 27 2020,Rmar02_05,post,11,2,225.5040792,81.46248458,0.084,-0.064,3.06893757,10.25323142,6.36094934,0.228,0.118890787,0.630092137,0.09330337,NaN,-0.2584,0.2744,0
September 27 2020,Rmar02_05,post,12,2,191.7203216,89.57291583,0.132,-0.056,3.404253631,9.74576426,8.050073258,0.356,0.129243491,0.641773956,0.113158918,NaN,-0.2343,0.2715,0
September 27 2020,Rmar02_05,post,13,2,77.11357937,84.48797001,0.112,-0.072,2.686796919,8.831105753,7.614454127,0.344,0.086555737,0.747038211,0.092416065,NaN,-0.2844,0.3244,0
September 27 2020,Rmar02_05,post,14,2,112.0404265,87.71403247,0.108,-0.064,3.082969546,8.137977224,4.255523795,0.368,0.082796185,0.75721689,0.096236537,NaN,-0.2295,0.2533,0
September 27 2020,Rmar02_05,post,15,2,122.568871,102.9540622,0.092,-0.08,3.190177488,7.356277459,2.117835845,0.22,0.098750293,0.817366218,0.111024325,NaN,-0.2514,0.2594,0
September 27 2020,Rmar02_05,post,16,2,62.73291403,96.67568306,0.188,-0.02,2.711144421,7.563512185,5.189924047,0.388,0.10297805,0.895554116,0.146568439,NaN,-0.2567,0.285,0
September 27 2020,Rmar02_05,post,17,2,66.81112722,93.82482335,0.108,-0.04,2.335562384,6.965640974,2.956933215,0.38,0.093943392,0.886031213,0.136819588,NaN,-0.2628,0.281,0
September 27 2020,Rmar04_04,post,1,4,362.1335621,54.59747992,0.04,-0.064,1.614419535,7.037409269,7.037409269,0.304,0.089772355,0.757284627,0.086724072,NaN,NaN,NaN,0
September 27 2020,Rmar04_04,post,2,4,215.5855206,57.68049848,-0.04,-0.112,1.893329784,4.792546708,1.005215105,0.384,0.025660355,0.598018542,0.075846469,NaN,NaN,NaN,0
September 27 2020,Rmar04_04,post,3,4,135.2796286,53.03814173,0.02,-0.1,2.674601632,5.113102453,3.149308473,0.256,0.091560516,0.537219235,0.076353942,NaN,NaN,NaN,0
September 27 2020,Rmar04_04,post,4,4,54.51059657,76.35870117,0.108,-0.008,2.801150928,5.364824787,2.127750874,0.228,0.043450547,0.845636516,0.078352744,NaN,NaN,NaN,0
September 27 2020,Rmar04_04,post,5,4,315.9305796,46.14660535,-0.036,-0.08,1.09840746,3.553155221,1.282372092,0.34,0.091312127,0.673672954,0.156093163,NaN,NaN,NaN,0
September 27 2020,Rmar04_04,post,6,4,211.451558,61.39756021,-0.256,-0.324,2.224123211,6.479110399,6.156725731,0.296,0.057081176,0.824212658,0.025189166,NaN,NaN,NaN,1
September 27 2020,Rmar04_04,post,7,4,158.7825248,89.19806156,-0.212,-0.344,2.626316175,6.17032827,3.403954537,0.24,0.008508936,0.789550252,0.036362467,NaN,NaN,NaN,1
September 27 2020,Rmar04_04,post,8,4,389.3488018,92.36817331,0.052,-0.052,2.284115879,4.332574029,2.764909643,0.316,0.113374844,0.746737396,0.070816555,NaN,NaN,NaN,0
September 27 2020,Rmar04_05,post,1,4,380.4810479,91.54609215,0.052,-0.056,1.664935509,5.191860603,4.367734791,0.336,0.03723016,0.893456153,0.03749171,NaN,NaN,NaN,1
September 27 2020,Rmar04_05,post,2,4,55.63991955,87.54005775,0.06,-0.088,1.73078837,6.066643197,4.148528241,0.316,0.071521782,0.753132226,0.030069565,NaN,NaN,NaN,1
September 27 2020,Rmar04_05,post,3,4,191.8307023,74.40848417,0.052,-0.008,1.391341173,5.760622762,5.544187268,0.424,-0.000760167,0.793358648,0.042242451,NaN,NaN,NaN,1
September 27 2020,Rmar04_05,post,4,4,333.2111152,75.51247963,0.06,-0.048,1.276664175,3.589799871,1.811976983,0.324,0.06222807,0.938703087,0.135266034,NaN,NaN,NaN,0
September 27 2020,Rmar04_05,post,5,4,196.1503622,81.55615783,-0.244,-0.34,2.052085024,6.294158532,6.294158532,0.292,0.089784277,0.747348347,0.055556436,NaN,NaN,NaN,1
September 27 2020,Rmar06_04,post,1,6,170.9266064,69.96035605,0.176,-0.012,2.830978877,8.020618815,3.936099596,0.384,0.000387911,0.996933094,0.125851596,NaN,-0.3218,0.3846,0
September 27 2020,Rmar06_04,post,2,6,41.11594576,94.75776609,0.124,-0.012,3.421454309,7.924244443,1.814302008,0.204,0.07583207,0.961318388,0.168209126,NaN,-0.2481,0.32,0
September 27 2020,Rmar06_04,post,3,6,50.72627344,93.84216229,0.148,-0.008,2.128481152,6.028456039,3.28127542,0.256,0.082583472,1.054557519,0.151929677,NaN,-0.2452,0.2692,0
September 27 2020,Rmar06_04,post,4,6,63.20410024,92.13305542,0.188,-0.016,3.72904812,8.142914088,4.693354913,0.332,0.07084711,1.134767472,0.183546382,NaN,-0.1921,0.2503,0
September 27 2020,Rmar06_04,post,5,6,28.36506646,80.47526315,0.204,-0.008,2.564771617,7.110473574,2.414907223,0.404,0.046592788,0.953438086,0.118238751,NaN,-0.5078,0.538,0
September 27 2020,Rmar06_04,post,6,6,420.3260365,81.27075933,0.028,-0.108,2.033907222,6.65284771,6.360304446,0.272,0.051142418,0.990934238,0.149280007,NaN,-0.2933,0.3601,0
September 27 2020,Rmar06_05,post,1,6,251.7875527,70.4552329,0.008,-0.196,3.547205222,8.063445137,6.01493083,0.196,0.079874652,0.859718195,0.078882247,NaN,-0.3214,0.3412,0
September 27 2020,Rmar06_05,post,2,6,158.9642768,79.26419351,0.06,-0.092,2.96207032,5.583753294,1.673149469,0.34,0.087411906,0.638130223,0.098648981,NaN,NaN,NaN,0
September 27 2020,Rmar06_05,post,3,6,120.3962114,95.64026502,0.144,-0.032,2.881456679,5.132032818,-0.150833482,0.376,0.083516193,0.589149841,0.08761084,NaN,NaN,NaN,0
September 27 2020,Rmar06_05,post,4,6,115.9193054,79.12957571,0.128,-0.08,2.865445727,5.737746692,1.15886089,0.396,0.063700211,0.815594146,0.101638777,NaN,NaN,NaN,0
September 27 2020,Rmar06_05,post,5,6,50.99878714,90.58879839,0.16,-0.04,2.418194885,6.740089697,6.008460944,0.388,0.068012536,0.794313281,0.116280085,NaN,-0.2851,0.3011,0
September 27 2020,Rmar06_05,post,6,6,34.57522973,71.33377856,0.14,-0.008,3.477870132,7.517563513,6.421476605,0.18,0.100510015,0.527691334,0.080668556,NaN,-0.2363,0.2643,0
September 27 2020,Rmar06_05,post,7,6,133.5941525,77.6591102,0.096,-0.088,2.615589405,7.694784929,7.288118309,0.216,0.089651817,0.600560684,0.086552192,NaN,-0.3822,0.3925,0
September 27 2020,Rmar06_05,post,8,6,230.7183602,68.14888679,0.036,-0.112,2.908237255,9.011475925,5.477326101,0.212,0.087234007,0.589052424,0.040200079,NaN,-0.2397,0.2636,0
September 27 2020,Rmar06_05,post,9,6,163.7906308,83.40476765,0.088,-0.116,2.324178529,5.876533259,0.587545513,0.376,0.073770031,0.881950976,0.097156276,NaN,-0.2427,0.2439,0
September 27 2020,Rmar06_05,post,10,6,331.76661,97.90484556,-0.032,-0.156,1.553403496,4.578593306,0.960052723,0.212,0.072689728,0.892317387,0.159454899,NaN,-0.2401,0.2823,0
September 27 2020,Rmar06_05,post,11,6,219.7612446,70.90110545,0.072,-0.136,1.585523232,7.560946105,7.560946105,0.212,0.105460023,0.396677374,0.044645827,NaN,-0.225,0.293,0
September 27 2020,Rmar06_05,post,12,6,118.8822888,59.87903473,0.168,-0.084,3.378537674,10.17629916,6.360556739,0.432,0.055409379,0.928529906,0.106408857,NaN,-0.21,0.2857,0
September 27 2020,Rmar07_04,post,1,7,372.0399684,47.44160669,0.056,-0.06,0.739636821,1.982453613,1.187474588,0.128,0.056702581,0.963332984,0.084071442,NaN,NaN,NaN,0
September 27 2020,Rmar07_04,post,2,7,345.2431073,80.35820465,0.044,-0.132,4.062221021,10.6792009,5.68216822,0.276,0.101871736,1.003774318,0.20565765,NaN,NaN,NaN,0
September 27 2020,Rmar07_04,post,3,7,329.7412983,47.70552867,0.064,-0.092,3.228815615,8.609363534,4.78935321,0.22,0.084761006,0.774077272,0.076695392,NaN,NaN,NaN,0
September 27 2020,Rmar07_04,post,4,7,471.5642877,46.12621026,0.06,-0.012,0.762961358,2.65431441,1.54136537,0.212,0.00905747,0.991784352,0.088249556,NaN,NaN,NaN,0
September 27 2020,Rmar07_04,post,5,7,348.1001462,53.69168001,0.008,-0.108,0.103210112,3.158903662,3.158903662,0.316,-3.93E-05,0.802925726,0.095219885,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,1,7,194.1638222,41.70806895,0.256,-0.016,4.116636957,10.97111748,9.151469335,0.38,0.169889205,0.664611459,0.095503247,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,2,7,175.8699324,49.10300742,0.044,-0.12,3.298713002,8.821460276,7.428207911,0.28,0.103083573,0.615739055,0.044921596,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,3,7,237.2598943,56.15841607,0.076,-0.04,1.022069906,4.47271387,2.115328986,0.3,0.070113733,0.87451174,0.110916242,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,4,7,224.4066715,48.44724061,0.112,-0.032,2.352233967,7.237472612,7.237472612,0.164,0.119319513,0.438050052,0.047850543,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,5,7,97.73032079,57.18884149,0.088,-0.016,0.715153209,5.592158333,1.171660888,0.208,0.053010637,0.968110543,0.15592373,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,6,7,324.7690979,56.19077227,0.06,-0.064,2.241411943,7.356657768,5.132150754,0.22,0.121596613,0.745995488,0.089977051,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,7,7,108.5831457,41.64943679,0.064,-0.008,1.842088744,4.038925262,2.060503772,0.152,0.075157845,0.74314978,0.064918627,NaN,NaN,NaN,0
September 27 2020,Rmar07_05,post,8,7,167.1925829,56.26225388,0.072,-0.012,1.931477132,4.842443716,1.597984499,0.176,0.123268152,0.616968736,0.071150219,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,1,15,375.2167967,73.42954692,0.052,-0.064,2.126388027,4.532103238,-0.102376694,0.288,0.133110272,0.69192895,0.106024258,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,2,15,214.5165444,76.51712742,0.056,-0.032,1.245917816,3.266058877,-1.212151381,0.296,0.078823446,0.667011233,0.072448319,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,3,15,448.0228029,78.55142881,-0.04,-0.14,0.783312326,4.276439782,-0.63437904,0.368,0.096150049,0.740677992,0.11733727,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,4,15,204.8673977,93.9044428,0.1,-0.04,2.236458089,6.686256407,1.235257657,0.232,0.133884007,0.868633673,0.140568725,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,5,15,249.7418689,92.64863236,0.1,-0.044,1.933839147,6.317536777,1.419785963,0.372,0.10259965,0.916762285,0.18212323,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,6,15,238.3416023,65.75063936,0.076,-0.072,2.38347675,6.154475853,1.205316729,0.196,0.102527933,0.874913291,0.146495021,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,7,15,201.4030953,56.5627064,0.012,-0.048,0.900730756,2.454177742,-1.500211379,0.268,0.118270282,0.410320266,0.108503791,NaN,NaN,NaN,0
September 27 2020,Rmar15_04,post,8,15,177.4319026,69.58893452,0.084,-0.044,1.572953518,5.720078312,1.12242871,0.204,0.118998938,0.746741094,0.115330872,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,1,15,305.9146923,40.39450394,0.044,-0.088,2.902823445,10.45430055,10.45430055,0.144,0.102493209,0.450600004,0.021432095,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,2,15,300.7312824,48.64353336,0.052,-0.104,4.187508116,8.183844161,4.497953497,0.132,0.125209913,0.621094425,0.095155143,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,3,15,148.068794,69.12394144,0.068,-0.036,2.218347806,5.945458176,0.749591998,0.192,0.170448704,0.784170436,0.103368026,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,4,15,184.74561,67.63407582,0.068,-0.052,2.640445177,7.717499886,4.331742195,0.192,0.138368559,0.421063968,0.079523571,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,5,15,711.9336785,103.9793793,-0.044,-0.128,2.226603051,4.842627833,0.388419353,0.196,0.100561792,0.703895627,0.153742219,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,6,15,140.5647801,63.9172605,0.072,-0.032,4.01174744,8.095789326,0.665734891,0.228,0.136403418,0.575350157,0.071223099,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,7,15,283.4144296,51.99474748,0.032,-0.032,1.742429615,4.190052451,-1.587746424,0.164,0.123690038,0.162639932,0.069960639,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,8,15,492.631189,43.79630606,0.044,-0.088,4.458033365,8.059477383,4.616536198,0.144,6.85E-05,0.836218827,0.09886605,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,9,15,190.0264655,60.81272328,0.004,-0.116,2.816556911,7.627918535,3.819057564,0.18,0.102152426,0.634772253,0.120336514,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,10,15,53.06321574,62.09578434,0.116,-0.028,2.928084284,9.408402023,9.090625629,0.16,0.089047116,0.59364085,0.062909336,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,11,15,126.1889653,62.90735489,0.032,-0.084,2.844339817,6.272846999,2.490377677,0.168,0.114060319,0.438584944,0.028046946,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,12,15,350.5828373,65.66550698,0.064,-0.072,4.355327208,8.349590376,2.321475273,0.148,0.137077012,0.688940361,0.085115842,NaN,NaN,NaN,0
September 27 2020,Rmar15_05,post,13,15,522.8533022,51.65085814,0.008,-0.092,2.963349176,8.963048736,0.874111636,0.196,0.141030805,0.647930468,0.068768844,NaN,NaN,NaN,0
